DateTime,AnimalID,System,PositionID
2023-04-24T10:29:31Z,OR424,sys.1,7
2023-04-24T10:29:32Z,OR428,sys.1,3
2023-04-24T10:29:39Z,OR432,sys.1,3
2023-04-24T10:29:44Z,OR419,sys.1,7
2023-04-24T10:29:46Z,OR424,sys.1,3
2023-04-24T10:29:55Z,OR419,sys.1,3
2023-04-24T10:30:08Z,OR419,sys.1,3
2023-04-24T10:30:14Z,OR424,sys.1,7
2023-04-24T10:30:23Z,OR432,sys.1,4
2023-04-24T10:30:27Z,OR432,sys.1,3
2023-04-24T10:30:36Z,OR432,sys.1,8
2023-04-24T10:30:37Z,OR428,sys.1,8
2023-04-24T10:30:56Z,OR432,sys.1,7
2023-04-24T10:30:58Z,OR428,sys.1,7
2023-04-24T10:31:33Z,OR428,sys.1,3
2023-04-24T10:32:06Z,OR432,sys.1,7
2023-04-24T10:32:16Z,OR432,sys.1,7
2023-04-24T10:32:23Z,OR432,sys.1,3
2023-04-24T10:32:32Z,OR432,sys.1,7
2023-04-24T10:33:09Z,OR428,sys.1,7
2023-04-24T10:33:20Z,OR428,sys.1,3
2023-04-24T10:33:30Z,OR428,sys.1,3
2023-04-24T10:33:39Z,OR428,sys.1,7
2023-04-24T10:34:02Z,OR428,sys.1,3
2023-04-24T10:34:07Z,OR419,sys.1,3
2023-04-24T10:34:45Z,OR419,sys.1,7
2023-04-24T10:34:50Z,OR428,sys.1,3
2023-04-24T10:34:52Z,OR419,sys.1,3
2023-04-24T10:34:59Z,OR424,sys.1,3
2023-04-24T10:35:01Z,OR428,sys.1,7
2023-04-24T10:35:02Z,OR432,sys.1,3
2023-04-24T10:35:18Z,OR432,sys.1,7
2023-04-24T10:35:20Z,OR428,sys.1,7
2023-04-24T10:35:23Z,OR432,sys.1,7
2023-04-24T10:35:33Z,OR432,sys.1,7
2023-04-24T10:35:34Z,OR424,sys.1,7
2023-04-24T10:35:43Z,OR424,sys.1,7
2023-04-24T10:35:46Z,OR432,sys.1,4
2023-04-24T10:35:47Z,OR428,sys.1,3
2023-04-24T10:35:47Z,OR419,sys.1,3
2023-04-24T10:35:50Z,OR432,sys.1,3
2023-04-24T10:35:55Z,OR428,sys.1,3
2023-04-24T10:36:04Z,OR432,sys.1,8
2023-04-24T10:36:13Z,OR432,sys.1,3
2023-04-24T10:36:13Z,OR424,sys.1,7
2023-04-24T10:36:18Z,OR432,sys.1,4
2023-04-24T10:36:25Z,OR428,sys.1,7
2023-04-24T10:36:37Z,OR424,sys.1,3
2023-04-24T10:36:38Z,OR419,sys.1,3
2023-04-24T10:36:40Z,OR419,sys.1,3
2023-04-24T10:36:54Z,OR432,sys.1,3
2023-04-24T10:37:01Z,OR419,sys.1,3
2023-04-24T10:37:08Z,OR424,sys.1,3
2023-04-24T10:37:20Z,OR419,sys.1,3
2023-04-24T10:37:25Z,OR432,sys.1,3
2023-04-24T10:37:27Z,OR424,sys.1,7
2023-04-24T10:37:30Z,OR428,sys.1,4
2023-04-24T10:37:33Z,OR432,sys.1,7
2023-04-24T10:37:38Z,OR428,sys.1,7
2023-04-24T10:37:40Z,OR432,sys.1,4
2023-04-24T10:37:44Z,OR432,sys.1,7
2023-04-24T10:37:46Z,OR424,sys.1,3
2023-04-24T10:37:47Z,OR432,sys.1,8
2023-04-24T10:38:04Z,OR424,sys.1,7
2023-04-24T10:38:08Z,OR432,sys.1,7
2023-04-24T10:38:22Z,OR424,sys.1,7
2023-04-24T10:38:30Z,OR432,sys.1,4
2023-04-24T10:38:33Z,OR432,sys.1,3
2023-04-24T10:38:40Z,OR428,sys.1,3
2023-04-24T10:38:44Z,OR419,sys.1,3
2023-04-24T10:38:55Z,OR424,sys.1,3
2023-04-24T10:39:01Z,OR428,sys.1,7
2023-04-24T10:39:03Z,OR424,sys.1,4
2023-04-24T10:39:03Z,OR419,sys.1,3
2023-04-24T10:39:06Z,OR432,sys.1,4
2023-04-24T10:39:08Z,OR424,sys.1,3
2023-04-24T10:39:13Z,OR432,sys.1,3
2023-04-24T10:39:34Z,OR428,sys.1,4
2023-04-24T10:39:38Z,OR428,sys.1,3
2023-04-24T10:39:49Z,OR432,sys.1,7
2023-04-24T10:40:06Z,OR432,sys.1,7
2023-04-24T10:40:27Z,OR432,sys.1,3
2023-04-24T10:40:29Z,OR424,sys.1,4
2023-04-24T10:40:32Z,OR432,sys.1,3
2023-04-24T10:40:43Z,OR424,sys.1,7
2023-04-24T10:40:45Z,OR432,sys.1,7
2023-04-24T10:40:49Z,OR424,sys.1,8
2023-04-24T10:40:51Z,OR432,sys.1,7
2023-04-24T10:41:08Z,OR428,sys.1,4
2023-04-24T10:41:10Z,OR419,sys.1,4
2023-04-24T10:41:20Z,OR424,sys.1,3
2023-04-24T10:41:22Z,OR419,sys.1,3
2023-04-24T10:41:32Z,OR428,sys.1,3
2023-04-24T10:41:33Z,OR432,sys.1,4
2023-04-24T10:41:38Z,OR419,sys.1,4
2023-04-24T10:41:43Z,OR428,sys.1,4
2023-04-24T10:41:44Z,OR432,sys.1,3
2023-04-24T10:41:45Z,OR428,sys.1,7
2023-04-24T10:41:45Z,OR424,sys.1,8
2023-04-24T10:41:46Z,OR424,sys.1,7
2023-04-24T10:41:52Z,OR432,sys.1,4
2023-04-24T10:41:54Z,OR419,sys.1,7
2023-04-24T10:41:55Z,OR432,sys.1,3
2023-04-24T10:42:13Z,OR428,sys.1,4
2023-04-24T10:43:27Z,OR428,sys.1,7
2023-04-24T10:43:34Z,OR424,sys.1,3
2023-04-24T10:43:38Z,OR428,sys.1,4
2023-04-24T10:43:43Z,OR424,sys.1,7
2023-04-24T10:44:02Z,OR428,sys.1,3
2023-04-24T10:44:04Z,OR424,sys.1,7
2023-04-24T10:44:34Z,OR424,sys.1,7
2023-04-24T10:44:39Z,OR428,sys.1,7
2023-04-24T10:45:03Z,OR428,sys.1,3
2023-04-24T10:45:06Z,OR428,sys.1,4
2023-04-24T10:45:25Z,OR428,sys.1,7
2023-04-24T10:45:49Z,OR428,sys.1,4
2023-04-24T10:45:52Z,OR428,sys.1,3
2023-04-24T10:46:35Z,OR428,sys.1,4
2023-04-24T10:47:04Z,OR428,sys.1,7
2023-04-24T10:49:14Z,OR428,sys.1,3
2023-04-24T10:49:27Z,OR419,sys.1,4
2023-04-24T10:49:32Z,OR428,sys.1,7
2023-04-24T10:49:49Z,OR419,sys.1,3
2023-04-24T10:50:40Z,OR432,sys.1,4
2023-04-24T10:50:51Z,OR432,sys.1,7
2023-04-24T10:51:01Z,OR419,sys.1,8
2023-04-24T10:51:08Z,OR432,sys.1,8
2023-04-24T10:51:17Z,OR419,sys.1,7
2023-04-24T10:51:18Z,OR432,sys.1,3
2023-04-24T10:51:36Z,OR432,sys.1,4
2023-04-24T10:52:05Z,OR432,sys.1,7
2023-04-24T10:53:13Z,OR428,sys.1,3
2023-04-24T10:53:30Z,OR428,sys.1,3
2023-04-24T10:53:42Z,OR428,sys.1,3
2023-04-24T10:54:06Z,OR432,sys.1,7
2023-04-24T10:54:14Z,OR424,sys.1,3
2023-04-24T10:54:19Z,OR432,sys.1,3
2023-04-24T10:54:26Z,OR424,sys.1,3
2023-04-24T10:54:33Z,OR428,sys.1,7
2023-04-24T10:54:43Z,OR432,sys.1,7
2023-04-24T10:55:17Z,OR424,sys.1,7
2023-04-24T10:55:35Z,OR424,sys.1,7
2023-04-24T10:55:50Z,OR419,sys.1,3
2023-04-24T10:56:10Z,OR428,sys.1,7
2023-04-24T10:56:20Z,OR428,sys.1,3
2023-04-24T10:56:22Z,OR428,sys.1,7
2023-04-24T10:56:36Z,OR432,sys.1,3
2023-04-24T10:56:36Z,OR419,sys.1,7
2023-04-24T10:56:51Z,OR432,sys.1,7
2023-04-24T10:56:57Z,OR432,sys.1,3
2023-04-24T10:57:27Z,OR428,sys.1,3
2023-04-24T10:57:34Z,OR428,sys.1,3
2023-04-24T10:57:40Z,OR419,sys.1,3
2023-04-24T10:57:44Z,OR419,sys.1,3
2023-04-24T10:57:50Z,OR424,sys.1,7
2023-04-24T10:57:51Z,OR428,sys.1,7
2023-04-24T10:57:59Z,OR419,sys.1,3
2023-04-24T10:58:07Z,OR424,sys.1,7
2023-04-24T10:58:08Z,OR428,sys.1,3
2023-04-24T10:58:10Z,OR419,sys.1,3
2023-04-24T10:58:18Z,OR428,sys.1,7
2023-04-24T10:58:19Z,OR432,sys.1,7
2023-04-24T10:58:26Z,OR428,sys.1,3
2023-04-24T10:58:26Z,OR419,sys.1,7
2023-04-24T10:58:37Z,OR428,sys.1,7
2023-04-24T10:58:46Z,OR419,sys.1,7
2023-04-24T10:58:47Z,OR432,sys.1,3
2023-04-24T10:59:45Z,OR424,sys.1,4
2023-04-24T11:00:09Z,OR424,sys.1,3
2023-04-24T11:00:59Z,OR424,sys.1,4
2023-04-24T11:01:19Z,OR424,sys.1,7
2023-04-24T11:01:36Z,OR424,sys.1,3
2023-04-24T11:01:48Z,OR424,sys.1,7
2023-04-24T11:04:27Z,OR428,sys.1,3
2023-04-24T11:05:58Z,OR428,sys.1,7
2023-04-24T11:06:20Z,OR432,sys.1,7
2023-04-24T11:06:30Z,OR432,sys.1,3
2023-04-24T11:08:14Z,OR428,sys.1,3
2023-04-24T11:08:42Z,OR428,sys.1,7
2023-04-24T11:09:02Z,OR428,sys.1,7
2023-04-24T11:09:08Z,OR428,sys.1,3
2023-04-24T11:09:27Z,OR428,sys.1,4
2023-04-24T11:09:58Z,OR428,sys.1,7
2023-04-24T11:12:36Z,OR419,sys.1,3
2023-04-24T11:15:52Z,OR419,sys.1,7
2023-04-24T11:16:43Z,OR419,sys.1,7
2023-04-24T11:17:14Z,OR419,sys.1,7
2023-04-24T11:18:04Z,OR424,sys.1,3
2023-04-24T11:18:44Z,OR424,sys.1,7
2023-04-24T11:18:57Z,OR424,sys.1,3
2023-04-24T11:19:08Z,OR424,sys.1,3
2023-04-24T11:19:30Z,OR424,sys.1,7
2023-04-24T11:20:17Z,OR424,sys.1,7
2023-04-24T11:31:46Z,OR428,sys.1,4
2023-04-24T11:31:54Z,OR428,sys.1,3
2023-04-24T11:32:00Z,OR428,sys.1,4
2023-04-24T11:32:16Z,OR428,sys.1,3
2023-04-24T12:51:57Z,OR432,sys.1,7
2023-04-24T12:52:22Z,OR432,sys.1,7
2023-04-24T12:54:45Z,OR428,sys.1,4
2023-04-24T12:54:57Z,OR428,sys.1,3
2023-04-24T12:55:32Z,OR428,sys.1,4
2023-04-24T12:55:48Z,OR428,sys.1,7
2023-04-24T12:56:27Z,OR428,sys.1,8
2023-04-24T12:56:59Z,OR428,sys.1,3
2023-04-24T12:57:25Z,OR428,sys.1,4
2023-04-24T12:57:29Z,OR428,sys.1,3
2023-04-24T13:50:16Z,OR424,sys.1,3
2023-04-24T13:50:37Z,OR424,sys.1,7
2023-04-24T16:37:20Z,OR432,sys.1,7
2023-04-24T16:37:56Z,OR432,sys.1,3
2023-04-24T16:38:05Z,OR432,sys.1,7
2023-04-24T16:38:40Z,OR432,sys.1,3
2023-04-24T16:38:48Z,OR432,sys.1,7
2023-04-24T16:39:05Z,OR432,sys.1,3
2023-04-24T16:40:05Z,OR428,sys.1,7
2023-04-24T16:40:14Z,OR428,sys.1,3
2023-04-24T16:40:26Z,OR432,sys.1,3
2023-04-24T16:40:28Z,OR424,sys.1,7
2023-04-24T16:40:29Z,OR428,sys.1,7
2023-04-24T16:40:39Z,OR432,sys.1,3
2023-04-24T16:40:49Z,OR424,sys.1,3
2023-04-24T16:40:51Z,OR428,sys.1,7
2023-04-24T16:40:51Z,OR432,sys.1,7
2023-04-24T16:41:16Z,OR424,sys.1,3
2023-04-24T16:41:25Z,OR432,sys.1,7
2023-04-24T16:41:27Z,OR428,sys.1,3
2023-04-24T16:41:33Z,OR424,sys.1,3
2023-04-24T16:41:39Z,OR432,sys.1,3
2023-04-24T16:41:46Z,OR428,sys.1,7
2023-04-24T16:41:57Z,OR424,sys.1,7
2023-04-24T16:42:11Z,OR424,sys.1,3
2023-04-24T16:42:45Z,OR424,sys.1,7
2023-04-24T16:42:52Z,OR432,sys.1,3
2023-04-24T16:43:14Z,OR424,sys.1,3
2023-04-24T16:43:15Z,OR419,sys.1,3
2023-04-24T16:43:29Z,OR424,sys.1,3
2023-04-24T16:43:37Z,OR432,sys.1,3
2023-04-24T16:43:39Z,OR424,sys.1,7
2023-04-24T16:43:58Z,OR432,sys.1,3
2023-04-24T16:44:14Z,OR432,sys.1,3
2023-04-24T16:44:26Z,OR419,sys.1,7
2023-04-24T16:44:35Z,OR424,sys.1,7
2023-04-24T16:44:37Z,OR428,sys.1,3
2023-04-24T16:44:41Z,OR432,sys.1,3
2023-04-24T16:44:44Z,OR428,sys.1,3
2023-04-24T16:44:45Z,OR432,sys.1,3
2023-04-24T16:44:46Z,OR424,sys.1,3
2023-04-24T16:44:53Z,OR432,sys.1,7
2023-04-24T16:45:02Z,OR419,sys.1,3
2023-04-24T16:45:05Z,OR428,sys.1,4
2023-04-24T16:45:16Z,OR428,sys.1,3
2023-04-24T16:45:23Z,OR419,sys.1,7
2023-04-24T16:45:49Z,OR424,sys.1,7
2023-04-24T16:46:01Z,OR432,sys.1,3
2023-04-24T16:46:27Z,OR424,sys.1,7
2023-04-24T16:46:34Z,OR432,sys.1,3
2023-04-24T16:46:34Z,OR419,sys.1,7
2023-04-24T16:46:55Z,OR419,sys.1,7
2023-04-24T16:47:07Z,OR419,sys.1,3
2023-04-24T16:47:19Z,OR419,sys.1,3
2023-04-24T16:47:46Z,OR424,sys.1,8
2023-04-24T16:47:48Z,OR424,sys.1,7
2023-04-24T16:48:56Z,OR432,sys.1,7
2023-04-24T16:49:20Z,OR432,sys.1,3
2023-04-24T16:49:42Z,OR432,sys.1,3
2023-04-24T16:50:06Z,OR432,sys.1,7
2023-04-24T16:50:26Z,OR428,sys.1,4
2023-04-24T16:50:28Z,OR428,sys.1,7
2023-04-24T16:50:38Z,OR432,sys.1,3
2023-04-24T16:50:51Z,OR432,sys.1,7
2023-04-24T16:50:59Z,OR432,sys.1,7
2023-04-24T16:51:06Z,OR428,sys.1,8
2023-04-24T16:51:17Z,OR419,sys.1,3
2023-04-24T16:51:33Z,OR419,sys.1,3
2023-04-24T16:51:44Z,OR432,sys.1,3
2023-04-24T16:51:55Z,OR428,sys.1,7
2023-04-24T16:52:02Z,OR428,sys.1,3
2023-04-24T16:52:07Z,OR424,sys.1,8
2023-04-24T16:52:19Z,OR428,sys.1,3
2023-04-24T16:52:20Z,OR432,sys.1,3
2023-04-24T16:52:28Z,OR419,sys.1,3
2023-04-24T16:52:31Z,OR432,sys.1,7
2023-04-24T16:52:40Z,OR424,sys.1,3
2023-04-24T16:52:50Z,OR424,sys.1,3
2023-04-24T16:52:52Z,OR432,sys.1,3
2023-04-24T16:52:59Z,OR419,sys.1,3
2023-04-24T16:53:00Z,OR424,sys.1,7
2023-04-24T16:53:10Z,OR419,sys.1,3
2023-04-24T16:53:25Z,OR424,sys.1,3
2023-04-24T16:53:30Z,OR432,sys.1,3
2023-04-24T16:53:48Z,OR432,sys.1,3
2023-04-24T16:53:58Z,OR432,sys.1,7
2023-04-24T16:54:05Z,OR432,sys.1,4
2023-04-24T16:54:07Z,OR424,sys.1,7
2023-04-24T16:54:10Z,OR419,sys.1,7
2023-04-24T16:54:11Z,OR432,sys.1,3
2023-04-24T16:54:12Z,OR424,sys.1,3
2023-04-24T16:54:23Z,OR424,sys.1,3
2023-04-24T16:54:29Z,OR419,sys.1,3
2023-04-24T16:54:38Z,OR432,sys.1,4
2023-04-24T16:54:42Z,OR432,sys.1,3
2023-04-24T16:54:43Z,OR419,sys.1,7
2023-04-24T16:54:47Z,OR432,sys.1,7
2023-04-24T16:55:13Z,OR432,sys.1,3
2023-04-24T16:55:30Z,OR432,sys.1,3
2023-04-24T16:55:33Z,OR432,sys.1,7
2023-04-24T16:55:38Z,OR432,sys.1,7
2023-04-24T16:55:44Z,OR424,sys.1,8
2023-04-24T16:55:58Z,OR432,sys.1,3
2023-04-24T16:56:00Z,OR419,sys.1,3
2023-04-24T16:56:01Z,OR432,sys.1,8
2023-04-24T16:56:12Z,OR424,sys.1,7
2023-04-24T16:56:24Z,OR419,sys.1,7
2023-04-24T16:56:26Z,OR432,sys.1,7
2023-04-24T16:56:33Z,OR419,sys.1,3
2023-04-24T16:56:42Z,OR428,sys.1,3
2023-04-24T16:56:43Z,OR432,sys.1,3
2023-04-24T16:56:48Z,OR432,sys.1,7
2023-04-24T16:57:07Z,OR419,sys.1,3
2023-04-24T16:57:19Z,OR432,sys.1,8
2023-04-24T16:57:20Z,OR432,sys.1,7
2023-04-24T16:58:03Z,OR428,sys.1,7
2023-04-24T16:58:46Z,OR424,sys.1,3
2023-04-24T16:59:16Z,OR424,sys.1,3
2023-04-24T16:59:22Z,OR428,sys.1,3
2023-04-24T16:59:51Z,OR424,sys.1,3
2023-04-24T16:59:52Z,OR428,sys.1,3
2023-04-24T16:59:55Z,OR428,sys.1,3
2023-04-24T17:00:32Z,OR428,sys.1,3
2023-04-24T17:00:36Z,OR424,sys.1,7
2023-04-24T17:00:41Z,OR428,sys.1,7
2023-04-24T17:01:34Z,OR428,sys.1,3
2023-04-24T17:01:41Z,OR428,sys.1,3
2023-04-24T17:02:03Z,OR432,sys.1,4
2023-04-24T17:02:20Z,OR428,sys.1,7
2023-04-24T17:02:26Z,OR432,sys.1,3
2023-04-24T17:02:36Z,OR432,sys.1,3
2023-04-24T17:02:44Z,OR432,sys.1,7
2023-04-24T17:04:15Z,OR424,sys.1,8
2023-04-24T17:04:25Z,OR432,sys.1,3
2023-04-24T17:04:34Z,OR432,sys.1,3
2023-04-24T17:04:43Z,OR432,sys.1,3
2023-04-24T17:04:44Z,OR428,sys.1,4
2023-04-24T17:04:52Z,OR424,sys.1,7
2023-04-24T17:04:59Z,OR428,sys.1,3
2023-04-24T17:05:10Z,OR432,sys.1,7
2023-04-24T17:05:17Z,OR432,sys.1,3
2023-04-24T17:05:21Z,OR428,sys.1,3
2023-04-24T17:05:22Z,OR432,sys.1,3
2023-04-24T17:05:43Z,OR432,sys.1,3
2023-04-24T17:05:48Z,OR432,sys.1,3
2023-04-24T17:05:58Z,OR432,sys.1,3
2023-04-24T17:06:17Z,OR428,sys.1,3
2023-04-24T17:06:30Z,OR419,sys.1,3
2023-04-24T17:06:34Z,OR432,sys.1,7
2023-04-24T17:06:43Z,OR432,sys.1,4
2023-04-24T17:06:45Z,OR432,sys.1,7
2023-04-24T17:06:46Z,OR424,sys.1,8
2023-04-24T17:07:05Z,OR424,sys.1,7
2023-04-24T17:07:13Z,OR419,sys.1,7
2023-04-24T17:07:26Z,OR419,sys.1,3
2023-04-24T17:07:39Z,OR424,sys.1,8
2023-04-24T17:07:45Z,OR424,sys.1,7
2023-04-24T17:08:31Z,OR428,sys.1,7
2023-04-24T17:08:36Z,OR424,sys.1,8
2023-04-24T17:08:39Z,OR428,sys.1,3
2023-04-24T17:08:45Z,OR428,sys.1,7
2023-04-24T17:08:48Z,OR428,sys.1,3
2023-04-24T17:08:51Z,OR424,sys.1,7
2023-04-24T17:08:53Z,OR428,sys.1,3
2023-04-24T17:09:01Z,OR428,sys.1,7
2023-04-24T17:09:04Z,OR428,sys.1,3
2023-04-24T17:09:06Z,OR419,sys.1,3
2023-04-24T17:09:08Z,OR424,sys.1,4
2023-04-24T17:09:15Z,OR428,sys.1,3
2023-04-24T17:09:29Z,OR428,sys.1,3
2023-04-24T17:09:31Z,OR424,sys.1,3
2023-04-24T17:09:33Z,OR419,sys.1,4
2023-04-24T17:09:39Z,OR424,sys.1,8
2023-04-24T17:09:51Z,OR424,sys.1,3
2023-04-24T17:09:51Z,OR419,sys.1,3
2023-04-24T17:09:57Z,OR428,sys.1,3
2023-04-24T17:10:04Z,OR419,sys.1,3
2023-04-24T17:10:08Z,OR432,sys.1,3
2023-04-24T17:10:21Z,OR432,sys.1,7
2023-04-24T17:10:25Z,OR432,sys.1,4
2023-04-24T17:10:33Z,OR432,sys.1,3
2023-04-24T17:10:52Z,OR424,sys.1,7
2023-04-24T17:11:00Z,OR432,sys.1,3
2023-04-24T17:11:05Z,OR432,sys.1,3
2023-04-24T17:11:15Z,OR424,sys.1,7
2023-04-24T17:11:22Z,OR419,sys.1,7
2023-04-24T17:11:23Z,OR432,sys.1,7
2023-04-24T17:11:53Z,OR432,sys.1,3
2023-04-24T17:12:36Z,OR419,sys.1,3
2023-04-24T17:12:40Z,OR432,sys.1,7
2023-04-24T17:12:47Z,OR432,sys.1,7
2023-04-24T17:12:54Z,OR432,sys.1,3
2023-04-24T17:13:04Z,OR419,sys.1,7
2023-04-24T17:13:56Z,OR432,sys.1,7
2023-04-24T17:14:02Z,OR432,sys.1,7
2023-04-24T17:14:41Z,OR432,sys.1,3
2023-04-24T17:15:03Z,OR432,sys.1,8
2023-04-24T17:15:14Z,OR432,sys.1,7
2023-04-24T17:15:21Z,OR428,sys.1,7
2023-04-24T17:15:38Z,OR432,sys.1,4
2023-04-24T17:15:51Z,OR428,sys.1,3
2023-04-24T17:16:05Z,OR432,sys.1,7
2023-04-24T17:16:08Z,OR419,sys.1,3
2023-04-24T17:16:10Z,OR428,sys.1,4
2023-04-24T17:16:13Z,OR432,sys.1,7
2023-04-24T17:16:25Z,OR419,sys.1,7
2023-04-24T17:16:33Z,OR432,sys.1,3
2023-04-24T17:16:34Z,OR428,sys.1,7
2023-04-24T17:16:38Z,OR432,sys.1,3
2023-04-24T17:16:53Z,OR428,sys.1,4
2023-04-24T17:16:57Z,OR432,sys.1,3
2023-04-24T17:17:04Z,OR428,sys.1,7
2023-04-24T17:17:10Z,OR428,sys.1,4
2023-04-24T17:17:19Z,OR424,sys.1,3
2023-04-24T17:17:33Z,OR424,sys.1,7
2023-04-24T17:17:37Z,OR424,sys.1,7
2023-04-24T17:17:51Z,OR424,sys.1,7
2023-04-24T17:17:58Z,OR432,sys.1,7
2023-04-24T17:18:16Z,OR428,sys.1,7
2023-04-24T17:18:23Z,OR428,sys.1,3
2023-04-24T17:18:35Z,OR424,sys.1,7
2023-04-24T17:18:40Z,OR428,sys.1,3
2023-04-24T17:18:55Z,OR432,sys.1,3
2023-04-24T17:19:07Z,OR424,sys.1,7
2023-04-24T17:19:13Z,OR424,sys.1,3
2023-04-24T17:19:27Z,OR432,sys.1,8
2023-04-24T17:19:30Z,OR432,sys.1,7
2023-04-24T17:19:30Z,OR424,sys.1,7
2023-04-24T17:19:37Z,OR432,sys.1,8
2023-04-24T17:19:46Z,OR432,sys.1,7
2023-04-24T17:20:23Z,OR419,sys.1,3
2023-04-24T17:20:48Z,OR419,sys.1,7
2023-04-24T17:22:49Z,OR432,sys.1,7
2023-04-24T17:23:17Z,OR428,sys.1,3
2023-04-24T17:23:37Z,OR428,sys.1,3
2023-04-24T17:23:57Z,OR432,sys.1,3
2023-04-24T17:24:28Z,OR424,sys.1,3
2023-04-24T17:24:39Z,OR424,sys.1,3
2023-04-24T17:25:02Z,OR419,sys.1,7
2023-04-24T17:25:32Z,OR432,sys.1,7
2023-04-24T17:25:36Z,OR432,sys.1,7
2023-04-24T17:25:44Z,OR419,sys.1,3
2023-04-24T17:26:20Z,OR424,sys.1,3
2023-04-24T17:26:56Z,OR432,sys.1,7
2023-04-24T17:26:57Z,OR419,sys.1,3
2023-04-24T17:27:18Z,OR432,sys.1,3
2023-04-24T17:27:25Z,OR424,sys.1,7
2023-04-24T17:28:47Z,OR432,sys.1,7
2023-04-24T17:29:06Z,OR432,sys.1,7
2023-04-24T17:29:10Z,OR432,sys.1,8
2023-04-24T17:29:13Z,OR432,sys.1,3
2023-04-24T17:29:54Z,OR424,sys.1,7
2023-04-24T17:30:00Z,OR419,sys.1,3
2023-04-24T17:30:01Z,OR432,sys.1,8
2023-04-24T17:30:09Z,OR432,sys.1,3
2023-04-24T17:30:22Z,OR428,sys.1,7
2023-04-24T17:30:37Z,OR424,sys.1,7
2023-04-24T17:30:43Z,OR428,sys.1,7
2023-04-24T17:30:55Z,OR424,sys.1,3
2023-04-24T17:30:58Z,OR432,sys.1,4
2023-04-24T17:31:01Z,OR432,sys.1,3
2023-04-24T17:31:11Z,OR428,sys.1,8
2023-04-24T17:31:11Z,OR424,sys.1,7
2023-04-24T17:31:19Z,OR432,sys.1,8
2023-04-24T17:31:22Z,OR428,sys.1,3
2023-04-24T17:31:30Z,OR432,sys.1,3
2023-04-24T17:31:35Z,OR424,sys.1,7
2023-04-24T17:31:42Z,OR428,sys.1,4
2023-04-24T17:31:42Z,OR419,sys.1,3
2023-04-24T17:31:45Z,OR424,sys.1,7
2023-04-24T17:32:01Z,OR424,sys.1,3
2023-04-24T17:32:12Z,OR428,sys.1,7
2023-04-24T17:32:27Z,OR424,sys.1,7
2023-04-24T17:32:27Z,OR419,sys.1,3
2023-04-24T17:32:42Z,OR424,sys.1,7
2023-04-24T17:32:48Z,OR428,sys.1,8
2023-04-24T17:32:55Z,OR428,sys.1,7
2023-04-24T17:33:01Z,OR428,sys.1,4
2023-04-24T17:33:25Z,OR424,sys.1,3
2023-04-24T17:33:26Z,OR419,sys.1,8
2023-04-24T17:33:35Z,OR428,sys.1,3
2023-04-24T17:33:44Z,OR432,sys.1,8
2023-04-24T17:33:46Z,OR432,sys.1,3
2023-04-24T17:34:02Z,OR428,sys.1,8
2023-04-24T17:34:10Z,OR428,sys.1,7
